,Company,Model,Location,Year,Kilometers_Driven,Power_bhp,Mileage_n,Fuel_Type,Transmission,Owner_Type,Seats,New_Price,Price,No_Year,Engine_CC
924,Skoda,Fabia,Pune,2011,47490,170,11.3,Petrol,Manual,First,5,,2.29,9,1198
925,Ford,EcoSport,Chennai,2015,80000,105,15.5,Diesel,Manual,First,5,,7,5,1498
926,Maruti,Zen,Bangalore,2007,60000,,9,Petrol,Manual,Second,5,,1.65,13,1061
927,Maruti,Ciaz,Ahmedabad,2017,6006,126.2,19.67,Petrol,Manual,First,5,,8.25,3,1373
928,Mercedes-Benz,New C-Class,Kochi,2011,71703,75,17.5,Petrol,Automatic,First,5,,9.14,9,1991
929,Honda,Amaze,Hyderabad,2016,33000,98.59,22.77,Petrol,Manual,First,5,,6.5,4,1198
930,Toyota,Etios,Kolkata,2012,60000,64,18.2,Diesel,Manual,First,5,,2.95,8,1364
931,Renault,Duster,Jaipur,2015,91000,91.1,20.73,Diesel,Manual,First,5,,5.75,5,1461
932,Maruti,Wagon R,Hyderabad,2012,72000,181.03,14.74,LPG,Manual,First,5,,2.85,8,998
933,Volkswagen,Polo,Kolkata,2011,43000,86.7,17.8,Petrol,Manual,Second,5,,2.1,9,1198
934,Hyundai,Creta,Coimbatore,2017,63770,,23.59,Diesel,Manual,First,5,,13.55,3,1582
935,Jaguar,XF,Kolkata,2012,43510,83.8,19.87,Diesel,Automatic,First,5,,20.5,8,2993
936,Jeep,Compass,Mumbai,2017,52000,58.2,26.2,Diesel,Manual,First,5,24.26 Lakh,20,3,1956
937,Land,Rover,Kochi,2018,31427,73.9,16.47,Diesel,Automatic,First,5,75.12 Lakh,59.72,2,1999
938,Maruti,Baleno,Kolkata,2016,29000,126.2,19.67,Diesel,Manual,First,5,9.53 Lakh,6.5,4,1248
939,Maruti,Ciaz,Ahmedabad,2016,56000,270.9,14.74,Diesel,Manual,First,5,,7.5,4,1248
940,Maruti,SX4,Jaipur,2007,76000,170,16.3,Petrol,Manual,Second,5,,2.15,13,1586
941,Hyundai,Elantra,Coimbatore,2015,53615,177,15.68,Diesel,Manual,First,5,,8.44,5,1582
942,Mitsubishi,Pajero,Bangalore,2013,132000,74,27.39,Diesel,Manual,First,7,34.6 Lakh,12.49,7,2477
943,Volkswagen,Ameo,Pune,2017,14800,88.5,28.09,Petrol,Manual,First,5,,5.48,3,1198
944,Maruti,Ritz,Hyderabad,2013,35433,104.68,15,Petrol,Manual,First,5,,4.2,7,1197
945,Hyundai,Verna,Hyderabad,2013,82966,126.24,22.7,Diesel,Manual,First,5,,7.2,7,1493
946,Maruti,Swift Dzire,Jaipur,2014,96000,175.56,13.5,Diesel,Manual,First,5,,4.8,6,1248
947,Mahindra,KUV,Kochi,2017,39528,73.75,17,Diesel,Manual,First,6,,5.83,3,1198
948,Toyota,Innova,Coimbatore,2018,92056,85.8,18.5,Diesel,Manual,First,7,26.45 Lakh,18.39,2,2393
949,Maruti,Baleno,Pune,2016,14930,110,16.8,Petrol,Manual,First,5,,5.85,4,1197
950,Honda,Jazz,Mumbai,2016,38000,74,23.4,Diesel,Manual,First,5,11.15 Lakh,6.21,4,1498
951,Hyundai,i20,Delhi,2013,71000,77,25.32,Petrol,Manual,First,5,,3.65,7,1197
952,Hyundai,i20,Delhi,2012,71000,147.8,13.68,Diesel,Manual,First,5,,3.7,8,1396
953,Mercedes-Benz,New C-Class,Pune,2015,50000,83.1,21.4,Diesel,Automatic,First,5,,30,5,2143
954,Hyundai,Xcent,Kochi,2016,48163,98.6,27.3,Petrol,Manual,First,5,,4.85,4,1197
955,Hyundai,Grand i10,Coimbatore,2017,19168,80,17,Petrol,Automatic,First,5,,6.93,3,1197
956,Maruti,Alto,Kolkata,2016,26000,90,23,Petrol,Manual,First,5,,2.6,4,796
957,Chevrolet,Sail,Kolkata,2014,37400,167.62,19.27,Petrol,Manual,First,5,,1.89,6,1199
958,Mercedes-Benz,C-Class,Mumbai,2018,8682,82,19.1,Diesel,Automatic,First,5,52.26 Lakh,39.5,2,1950
959,Skoda,Superb,Mumbai,2012,95000,82,18.9,Petrol,Automatic,First,5,,10,8,1798
960,Audi,A4,Kolkata,2009,34000,47.3,22.74,Diesel,Automatic,First,5,,9.95,11,1968
961,Toyota,Innova,Mumbai,2014,95000,82.5,18.2,Diesel,Manual,Second,8,,9.45,6,2494
962,Mercedes-Benz,CLA,Coimbatore,2017,13689,194,0,Diesel,Automatic,First,5,,28.25,3,2143
963,Hyundai,i10,Jaipur,2008,84000,157.75,13.7,Petrol,Manual,Second,5,,1.8,12,1086
964,Maruti,Swift Dzire,Kolkata,2008,47000,147.51,16.55,Petrol,Manual,Second,5,,1.4,12,1298
965,Skoda,Rapid,Ahmedabad,2015,60001,102,12.8,Diesel,Automatic,First,5,,7.25,5,1498
966,Maruti,Ritz,Hyderabad,2012,96000,136,17.9,Diesel,Manual,First,5,,3.6,8,1248
967,Hyundai,Accent,Jaipur,2004,47300,68.05,19.81,Petrol,Manual,Second,5,,1.2,16,1599
968,Honda,Amaze,Coimbatore,2014,28246,85.8,17.5,Petrol,Manual,Second,5,,4.94,6,1198
969,Maruti,Wagon R,Delhi,2007,65000,103.52,21.66,Petrol,Manual,Second,5,,1.25,13,998
970,Volkswagen,Polo,Chennai,2013,68000,73.9,21.1,Diesel,Manual,Second,5,,4.8,7,1199
971,Ford,Endeavour,Kochi,2019,11209,94,14.4,Diesel,Automatic,First,7,,31.15,1,2198
972,Hyundai,i20,Pune,2011,41980,86.7,17.8,Petrol,Manual,Second,5,,3.3,9,1197
973,Chevrolet,Beat,Bangalore,2012,65000,67.1,18.9,Diesel,Manual,First,5,,2.4,8,936
974,Honda,Civic,Kolkata,2010,38000,73.9,22.07,Petrol,Manual,First,5,,2,10,1799
975,Maruti,Wagon R,Pune,2014,51000,158,12.62,Petrol,Manual,First,5,,3.1,6,998
976,Skoda,Rapid,Kochi,2014,33855,80,17,Petrol,Manual,First,5,,5.09,6,1598
977,Maruti,Baleno,Pune,2006,146000,57.6,25.44,Petrol,Manual,Second,5,,1.05,14,1590
978,Ford,EcoSport,Bangalore,2015,47037,130.2,14.8,Diesel,Manual,Second,5,,7,5,1498
979,Hyundai,Accent,Ahmedabad,2010,58000,67.04,20.51,Petrol,Manual,Second,5,,2.5,10,1495
980,BMW,5 Series,Mumbai,2012,61240,103.6,15,Diesel,Automatic,First,5,70.43 Lakh,17.5,8,1995
981,Maruti,Alto,Chennai,2011,91211,94,15.4,Petrol,Manual,First,5,,2.1,9,998
982,Audi,Q3,Bangalore,2013,84000,98.59,22.77,Diesel,Automatic,First,5,,17.75,7,1968
983,Maruti,Wagon R,Mumbai,2008,64226,94,13.2,LPG,Manual,First,5,,1.45,12,1061
984,Toyota,Corolla,Bangalore,2005,67000,190,22.48,Petrol,Automatic,Second,5,,2.45,15,1794
985,Volvo,XC60,Pune,2011,106976,67.1,20.92,Diesel,Automatic,First,5,,13.8,9,2400
986,Honda,Jazz,Kolkata,2016,27210,174.33,15.73,Diesel,Manual,First,5,,5.85,4,1498
987,Maruti,Ciaz,Delhi,2017,26322,57.5,17.3,Diesel,Manual,First,5,,8.9,3,1248
988,Maruti,Swift,Mumbai,2016,9107,125,11.3,Petrol,Manual,First,5,,5.15,4,1197
989,Mercedes-Benz,New C-Class,Kochi,2015,63983,215,13.5,Diesel,Automatic,First,5,,16.56,5,2143
990,Maruti,Wagon R,Chennai,2010,134000,98.6,27.3,Petrol,Manual,Second,5,,1.65,10,1061
991,Mercedes-Benz,A Class,Pune,2015,11000,88.5,28.09,Petrol,Automatic,First,5,,16,5,1595
992,Hyundai,Santro,Pune,2008,93000,81.8,20.4,Petrol,Manual,First,5,,1.45,12,1086
993,Maruti,Swift Dzire,Coimbatore,2017,24852,170,19.27,Diesel,Automatic,First,5,,8.08,3,1248
994,Hyundai,Grand i10,Pune,2014,37632,67,18.9,Petrol,Automatic,First,5,,4.5,6,1197
995,Nissan,Sunny,Chennai,2013,55000,120.7,15.5,Petrol,Manual,Second,5,,4.3,7,1498
996,Maruti,A-Star,Hyderabad,2010,81448,62,0,Petrol,Manual,First,5,,2.6,10,998
997,Renault,KWID,Hyderabad,2018,1900,74,26.59,Petrol,Manual,First,5,4.8 Lakh,4.45,2,799
998,Hyundai,Verna,Coimbatore,2012,54957,82,18.9,Petrol,Automatic,First,5,,5.37,8,1591
999,Maruti,Wagon R,Chennai,2008,55000,97.7,16.95,Petrol,Manual,Second,5,,1.75,12,1061
1000,BMW,3 Series,Kolkata,2013,21983,66.1,19,Diesel,Automatic,First,5,,16.5,7,1995
1001,BMW,5 Series,Delhi,2013,76000,53.3,25.17,Diesel,Automatic,First,5,,19,7,1995
1002,Tata,Indigo,Jaipur,2016,65000,121.4,17.1,Diesel,Manual,First,5,,2.8,4,1396
1003,Hyundai,i20,Hyderabad,2015,26000,67,18.9,Diesel,Manual,First,5,,6.2,5,1396
1004,Maruti,Omni,Kochi,2019,11571,184,18.88,Petrol,Manual,First,8,,3.8,1,796
1005,Maruti,Swift,Hyderabad,2014,81000,177,18.48,Diesel,Manual,First,5,,6.1,6,1248
1006,Ford,Ecosport,Coimbatore,2019,23154,69.01,25,Diesel,Manual,First,5,12.12 Lakh,11.65,1,1498
1007,Honda,Brio,Mumbai,2014,26856,88.73,22.54,Petrol,Automatic,First,5,,4.15,6,1198
1008,Toyota,Innova,Chennai,2017,67489,34.2,16.8,Diesel,Manual,First,7,19.37 Lakh,16.5,3,2393
1009,Mahindra,Scorpio,Bangalore,2008,176000,74,25.2,Diesel,Manual,Second,8,,4.3,12,2179
1010,Hyundai,i20,Kolkata,2010,18000,98.96,23,Petrol,Manual,First,5,,2.25,10,1197
1011,Hyundai,Verna,Ahmedabad,2014,63003,86.8,16.5,Diesel,Manual,First,5,,6.75,6,1582
1012,Mahindra,XUV500,Chennai,2014,80000,147.8,13.68,Diesel,Manual,First,7,,9.4,6,2179
1013,Volkswagen,Vento,Coimbatore,2014,56658,120,10.5,Diesel,Manual,First,5,12.14 Lakh,5.39,6,1498
1014,Maruti,Swift Dzire,Kochi,2019,18592,80,18.5,Diesel,Manual,First,5,,8.51,1,1248
1015,Tata,Manza,Pune,2010,75695,126.32,22.32,Petrol,Manual,First,5,,1.85,10,1368
1016,Maruti,Swift,Kolkata,2012,82000,140,15.1,Diesel,Manual,Second,5,,2.5,8,1248
1017,Volkswagen,Polo,Chennai,2013,60000,108.5,20.64,Diesel,Manual,First,5,,4.75,7,1199
1018,Honda,City,Pune,2009,138000,74,26.59,Petrol,Manual,Second,5,,3.5,11,1497
1019,Hyundai,i20,Bangalore,2014,67000,88.8,13.7,Diesel,Manual,First,5,,5.5,6,1396
1020,Honda,City,Coimbatore,2012,42750,74,22.9,Petrol,Manual,First,5,,6.33,8,1497
1021,Chevrolet,Beat,Kochi,2014,52398,73.9,22.07,Diesel,Manual,First,5,,2.47,6,936
1022,Chevrolet,Spark,Kochi,2014,36657,118,17,Petrol,Manual,First,5,,3.3,6,995
1023,Tata,New,Delhi,2011,77000,90,23,Diesel,Manual,Second,7,,3.5,9,2179
1024,Mercedes-Benz,GL-Class,Delhi,2014,85000,118,17,Diesel,Automatic,First,7,,38.75,6,2987
1025,BMW,5 Series,Pune,2008,112500,57.6,25.44,Diesel,Automatic,First,5,,7.99,12,2993
1026,Toyota,Fortuner,Kochi,2013,105072,62.1,16.2,Diesel,Manual,First,7,36.69 Lakh,13.28,7,2755
1027,BMW,X1,Pune,2012,80000,138.1,11.57,Petrol,Automatic,First,5,,9.5,8,1995
1028,Renault,Captur,Kochi,2019,3102,254.8,11.3,Diesel,Manual,First,5,,14.01,1,1461
1029,Hyundai,Xcent,Coimbatore,2016,14656,235,11.5,Diesel,Manual,First,5,,6.99,4,1120
1030,BMW,3 Series,Hyderabad,2010,105000,174.5,14.24,Diesel,Automatic,Second,5,,11,10,1995
1031,BMW,5 Series,Hyderabad,2008,61000,150,11.25,Petrol,Automatic,Second,5,,11,12,2497
1032,Nissan,Micra,Pune,2010,85046,108.45,20.37,Petrol,Manual,Second,5,,2.3,10,1198
1033,Jaguar,XF,Delhi,2014,48000,71,24.4,Diesel,Automatic,First,5,,26.5,6,2179
1034,Land,Rover,Bangalore,2011,55000,170,13.2,Diesel,Automatic,First,7,,67,9,4367
1035,Jeep,Compass,Mumbai,2017,4000,215,10.8,Petrol,Automatic,First,5,23.68 Lakh,17.75,3,1368
1036,Honda,CR-V,Delhi,2010,94000,75,18.06,Petrol,Automatic,Second,5,,4.8,10,2354
1037,Maruti,Swift,Coimbatore,2013,61110,187.7,16.36,Petrol,Manual,First,5,,4.57,7,1197
1038,Hyundai,Xcent,Chennai,2016,80000,308,10.2,Diesel,Manual,First,5,,3.5,4,1120
1039,Nissan,Terrano,Kochi,2015,43190,160,16,Diesel,Manual,First,5,,7.61,5,1461
1040,Audi,A4,Hyderabad,2015,45000,152,10.1,Diesel,Automatic,First,5,55.61 Lakh,25,5,1968
1041,Hyundai,Grand i10,Coimbatore,2016,44178,85.8,18.6,Petrol,Manual,First,5,,5.88,4,1197
1042,Toyota,Innova,Hyderabad,2015,84415,71,24.4,Diesel,Manual,First,8,,13.5,5,2494
1043,Hyundai,i20,Kolkata,2015,35000,108.5,19.01,Petrol,Manual,First,5,,4.6,5,1197
1044,Ford,EcoSport,Kolkata,2013,44000,187.74,18.25,Diesel,Manual,First,5,,4.9,7,1498
1045,Honda,City,Hyderabad,2012,67635,82,18.9,Petrol,Manual,First,5,,5.25,8,1497
1046,Ford,EcoSport,Coimbatore,2018,18385,100.6,12.99,Petrol,Automatic,First,5,14.1 Lakh,12.41,2,1497
1047,Volkswagen,Polo,Kolkata,2014,35000,80,18.5,Diesel,Manual,First,5,,3.8,6,1199
1048,Mercedes-Benz,New C-Class,Mumbai,2010,49000,98.59,22.77,Diesel,Automatic,First,5,,8.95,10,2143
1049,Ford,Ecosport,Hyderabad,2013,69000,118,17,Diesel,Manual,First,5,,7.2,7,1498
1050,Tata,Indigo,Hyderabad,2017,23228,121.36,14.8,Petrol,Manual,First,5,,4.5,3,1396
1051,Maruti,Swift Dzire,Delhi,2014,68462,73.9,22.07,Diesel,Manual,First,5,,4.15,6,1248
1052,Maruti,S-Cross,Coimbatore,2016,74611,170,19.27,Diesel,Manual,First,5,13.26 Lakh,7.94,4,1248
1053,Renault,Duster,Pune,2014,90000,89.84,22.7,Diesel,Manual,First,5,,7.25,6,1461
1054,Maruti,Wagon R,Delhi,2016,22000,65,14.4,Petrol,Manual,First,5,,3.7,4,998
1055,Hyundai,Santro,Hyderabad,2010,58163,74,26.59,Petrol,Manual,First,5,,2.45,10,1086
1056,Chevrolet,Beat,Chennai,2011,109500,88.5,25.1,Diesel,Manual,Third,5,,1.5,9,936
1057,Mahindra,XUV500,Delhi,2017,13363,108.45,19.01,Diesel,Manual,First,7,,12,3,1997
1058,Hyundai,i10,Delhi,2012,51000,67.1,18.9,Petrol,Manual,Second,5,,2.2,8,1086
1059,Tata,New,Hyderabad,2007,103000,62,0,Diesel,Manual,First,7,,3.6,13,2179
1060,Hyundai,i10,Kolkata,2009,43002,57.6,25.44,Petrol,Manual,First,5,,1.92,11,1197
1061,Toyota,Innova,Bangalore,2016,108000,140,16,Diesel,Automatic,First,7,28.05 Lakh,20.5,4,2755
1062,Skoda,Laura,Jaipur,2010,82407,68.05,19.81,Diesel,Manual,First,5,,4.25,10,1896
1063,Hyundai,Grand i10,Kolkata,2013,29000,138,13.93,Petrol,Manual,First,5,,3.2,7,1197
1064,Toyota,Etios,Pune,2012,225000,78.9,20.36,Diesel,Manual,Second,5,,2.6,8,1364
1065,Maruti,Swift Dzire,Kolkata,2014,45000,171.5,11.36,Diesel,Manual,First,5,,3.85,6,1248
1066,Hyundai,i20,Kochi,2010,93401,106,17.5,Diesel,Manual,First,5,,3.48,10,1396
1067,Ford,Figo,Hyderabad,2017,95802,82,18.9,Diesel,Manual,Second,5,,4.55,3,1498
1068,Maruti,Ertiga,Pune,2016,130000,,23.59,Diesel,Manual,First,7,11.27 Lakh,7,4,1248
1069,Maruti,Ertiga,Ahmedabad,2013,67443,74,23.4,Diesel,Manual,First,7,,5.75,7,1248
1070,Honda,City,Kochi,2016,47681,90,23,Petrol,Automatic,First,5,,8.73,4,1497
1071,Maruti,Alto,Hyderabad,2009,35000,99,25.83,Petrol,Manual,First,5,,1.7,11,796
1072,Ford,Endeavour,Hyderabad,2016,68000,88.5,25.47,Diesel,Automatic,First,7,,29.5,4,3198
1073,Maruti,Vitara,Kochi,2019,34688,88.8,20.77,Diesel,Manual,First,5,11.2 Lakh,10.49,1,1248
1074,Porsche,Boxster,Kolkata,2015,10512,116.3,16.8,Petrol,Automatic,First,2,,64,5,2706
1075,Maruti,Swift,Pune,2016,58000,46.3,19.7,Diesel,Manual,First,5,,7.55,4,1248
1076,Tata,Zest,Mumbai,2014,40000,197,10.91,Petrol,Manual,First,5,8.56 Lakh,3.95,6,1193
1077,Hyundai,i20,Bangalore,2010,61000,88.5,24.3,Petrol,Manual,Fourth & Above,5,,3.25,10,1197
1078,Skoda,Fabia,Mumbai,2009,86000,265,8.6,Diesel,Manual,First,5,,2.75,11,1422
1079,Toyota,Corolla,Kolkata,2015,45000,74,22.9,Diesel,Manual,First,5,,7.35,5,1364
1080,Volkswagen,Ameo,Ahmedabad,2017,55000,88.7,17.57,Petrol,Manual,First,5,,4.7,3,1198
1081,Hyundai,Creta,Kochi,2016,36855,80,17,Petrol,Manual,Second,5,,8.77,4,1591
1082,Hyundai,i10,Kochi,2013,46821,70,19.4,Petrol,Manual,First,5,,3.42,7,1197
1083,Chevrolet,Beat,Kolkata,2015,120000,87.2,21.43,Petrol,Manual,First,5,,2.5,5,1199
1084,Jaguar,XF,Kolkata,2012,29000,73.75,17,Diesel,Automatic,First,5,,20,8,2993
1085,Nissan,Terrano,Mumbai,2014,40000,121.3,15.29,Petrol,Manual,First,5,,5.25,6,1598
1086,Audi,Q3,Delhi,2013,60000,78.9,20.36,Diesel,Automatic,Second,5,,14.5,7,1968
1087,Hyundai,i10,Mumbai,2011,64984,76.8,18.6,Petrol,Automatic,First,5,,3.45,9,1197
1088,Maruti,Alto,Pune,2015,73204,270.9,14.74,Petrol,Automatic,First,5,,3.3,5,998
1089,Audi,Q7,Bangalore,2014,50000,102.5,13.24,Diesel,Automatic,First,7,,51,6,4134
1090,Maruti,Vitara,Kolkata,2017,35000,174.33,15.73,Diesel,Manual,First,5,9.46 Lakh,6.5,3,1248
1091,Hyundai,EON,Hyderabad,2013,17729,78.9,16.95,Petrol,Manual,First,5,,3.65,7,814
1092,Mahindra,XUV300,Chennai,2012,97000,67.1,24.07,Diesel,Manual,First,5,12.79 Lakh,7.25,8,1497
1093,Hyundai,Verna,Kochi,2014,89614,335.2,11.33,Diesel,Manual,First,5,15.57 Lakh,6.01,6,1582
1094,Maruti,Wagon R,Kolkata,2015,14000,88.5,24.3,Petrol,Manual,First,5,,2.8,5,998
1095,Hyundai,i20,Chennai,2012,50000,55.2,21.1,Petrol,Manual,First,5,,4,8,1197
1096,Honda,City,Delhi,2014,62505,115,20,Petrol,Manual,First,5,,5.95,6,1497
1097,Toyota,Innova,Chennai,2011,248000,126.2,22,Diesel,Manual,Second,7,,9.2,9,2494
1098,Hyundai,Verna,Pune,2012,94900,67.1,18.9,Diesel,Manual,First,5,,5.35,8,1493
1099,Tata,Hexa,Delhi,2017,55000,80,17,Diesel,Manual,First,7,19.86 Lakh,12,3,2179
1100,Audi,Q7,Coimbatore,2015,53735,117.3,17.4,Diesel,Automatic,Second,7,,38.94,5,2967
1101,Maruti,Wagon R,Coimbatore,2008,53934,102,12.8,Petrol,Manual,Second,5,,2.69,12,998
1102,BMW,5 Series,Bangalore,2013,58500,110,16.8,Diesel,Automatic,Second,5,,27.5,7,1995
1103,Honda,Amaze,Kolkata,2014,48000,153.86,17.6,Petrol,Manual,First,5,,2.75,6,1198
1104,Maruti,Alto,Mumbai,2016,24000,241.4,12.07,Petrol,Manual,First,5,,2.8,4,796
1105,Hyundai,Verna,Mumbai,2016,52001,67.1,18.9,Petrol,Manual,First,5,,6.45,4,1591
1106,Tata,Tiago,Coimbatore,2018,9565,218,17.09,Petrol,Manual,First,5,6.59 Lakh,5.88,2,1199
1107,Maruti,Swift,Pune,2013,32953,86.7,18,Petrol,Manual,First,5,,4.65,7,1197
1108,Hyundai,EON,Jaipur,2014,18000,47.3,24.7,Petrol,Manual,First,5,,2.5,6,814
1109,Mercedes-Benz,E-Class,Kochi,2018,20446,121.3,17.01,Petrol,Automatic,First,5,86.97 Lakh,51.35,2,1950
1110,Hyundai,i20,Hyderabad,2016,33016,84,23.84,Diesel,Manual,First,5,,6.85,4,1396
1111,Toyota,Etios,Chennai,2012,48000,85.8,18.6,Diesel,Manual,First,5,,5.25,8,1364
1112,Toyota,Corolla,Coimbatore,2014,72022,55.2,21.1,Diesel,Manual,First,5,,9.23,6,1364
1113,Mini,Cooper,Ahmedabad,2014,34000,191.34,12.6,Diesel,Automatic,First,5,42.12 Lakh,22,6,1496
1114,Volkswagen,Polo,Hyderabad,2014,69000,88.73,22.54,Diesel,Manual,First,5,,5.19,6,1498
1115,Skoda,Superb,Pune,2009,108000,67.05,23.59,Petrol,Automatic,First,5,,4.35,11,1798
1116,Mercedes-Benz,E-Class,Hyderabad,2013,34700,87.2,21.43,Diesel,Automatic,First,5,,24.5,7,2148
1117,Maruti,Swift,Pune,2015,79000,113.98,20.7,Diesel,Manual,First,5,,5.75,5,1248
1118,Honda,City,Kochi,2016,58197,88.8,20.14,Petrol,Automatic,First,5,,9.19,4,1497
1119,BMW,7 Series,Pune,2008,66000,157.75,13.7,Petrol,Automatic,Second,5,,10.75,12,2979
1120,Hyundai,i10,Bangalore,2009,60000,170,10,Petrol,Automatic,First,5,,2.99,11,1197
1121,Maruti,Swift Dzire,Kolkata,2014,57000,75,17.8,Diesel,Manual,First,5,,3.89,6,1248
1122,Honda,City,Coimbatore,2018,45555,117.3,18,Diesel,Manual,First,5,,11.73,2,1498
1123,Maruti,Omni,Coimbatore,2016,55137,321,8.45,Petrol,Manual,First,5,,3.11,4,796
1124,Skoda,Superb,Jaipur,2014,93325,80,19.2,Diesel,Manual,Second,5,,14.45,6,1968
1125,Maruti,Ertiga,Ahmedabad,2018,38000,74,26.59,Diesel,Manual,First,7,,8.7,2,1248
1126,Hyundai,Grand i10,Kochi,2016,57738,98.6,26,Diesel,Manual,First,5,,5.04,4,1120
1127,Maruti,Ciaz,Jaipur,2017,38282,35,14,Diesel,Manual,First,5,,8.5,3,1248
1128,Mercedes-Benz,New C-Class,Delhi,2014,64000,138.1,17.2,Diesel,Automatic,First,5,,15.65,6,2143
1129,Fiat,Avventura,Mumbai,2015,32000,88.5,24.52,Diesel,Manual,First,5,,5.65,5,1248
1130,Mercedes-Benz,E-Class,Bangalore,2010,83000,70,24,Petrol,Automatic,First,5,,16.5,10,2497
1131,Maruti,Zen,Ahmedabad,2011,76000,88.5,28.09,CNG,Manual,First,5,,2,9,998
1132,Volkswagen,Vento,Pune,2012,67200,170,19.27,Petrol,Manual,First,5,,3.9,8,1598
1133,BMW,3 Series,Jaipur,2013,62655,91.72,20.5,Diesel,Automatic,First,5,,14.5,7,1995
1134,BMW,5 Series,Bangalore,2015,16900,204,10.93,Diesel,Automatic,First,5,,44,5,2993
1135,Hyundai,Grand i10,Delhi,2017,8471,67.1,26.3,Petrol,Manual,First,5,6.54 Lakh,5,3,1197
1136,Toyota,Innova,Hyderabad,2016,69000,103.6,15.04,Diesel,Automatic,First,7,26.56 Lakh,19.75,4,2755
1137,Renault,Duster,Coimbatore,2017,30090,184,18.88,Diesel,Automatic,First,5,15.05 Lakh,11.44,3,1461
1138,Tata,Indica,Chennai,2011,120000,258,14.69,Diesel,Manual,First,5,,1.75,9,1248
1139,Maruti,Swift,Bangalore,2013,23000,81.86,18.9,Diesel,Manual,First,5,,5.6,7,1248
1140,Mercedes-Benz,E-Class,Kochi,2016,35939,171.5,11.36,Petrol,Manual,First,5,,30.42,4,1796
1141,Mahindra,XUV500,Coimbatore,2013,116694,108.45,19.6,Diesel,Manual,First,7,,9.57,7,2179
1142,Mahindra,Bolero,Mumbai,2016,40448,75,18,Diesel,Manual,First,7,11.01 Lakh,3.5,4,2523
1143,Maruti,Vitara,Coimbatore,2018,64456,,17.8,Diesel,Manual,First,5,11 Lakh,10.46,2,1248
1144,Fiat,Avventura,Pune,2014,52782,185,12.3,Diesel,Manual,First,5,,4.85,6,1248
1145,Honda,Amaze,Kochi,2016,51672,140,15.1,Petrol,Manual,First,5,7.55 Lakh,5.68,4,1199
1146,Skoda,Superb,Mumbai,2015,56073,62.1,15.96,Petrol,Automatic,First,5,,13.25,5,1798
1147,Jaguar,XF,Bangalore,2011,65000,88.5,24.3,Diesel,Automatic,First,5,,16,9,2993
1148,Maruti,Wagon R,Chennai,2013,79000,91.72,20.5,Petrol,Manual,First,5,,3,7,998
1149,Hyundai,Santro,Kolkata,2007,43206,88.76,19.5,Petrol,Manual,First,5,,0.99,13,1086
1150,Toyota,Corolla,Mumbai,2010,70200,157.75,13.7,Petrol,Automatic,First,5,,5,10,1798
1151,Maruti,Swift,Delhi,2016,42000,270.9,14.74,Petrol,Manual,First,5,,4.75,4,1197
1152,Volkswagen,Polo,Bangalore,2014,62000,67.1,18.9,Petrol,Manual,First,5,,5.35,6,1198
1153,Hyundai,Grand i10,Hyderabad,2017,20000,,17,Petrol,Manual,First,5,7.82 Lakh,5.98,3,1197
1154,Maruti,SX4,Chennai,2011,80000,138.1,14.53,Diesel,Manual,Third,5,,3.5,9,1248
1155,Hyundai,Grand i10,Kochi,2018,50234,85,16.1,Petrol,Manual,First,5,6.32 Lakh,4.77,2,1197
1156,Maruti,Baleno,Delhi,2016,50003,74,16.47,Petrol,Manual,First,5,,5.45,4,1197
1157,Tata,Tigor,Ahmedabad,2018,1000,81.86,18.9,Petrol,Automatic,First,5,,6.85,2,1199
1158,Maruti,Swift Dzire,Jaipur,2016,54897,88.8,21.5,Diesel,Automatic,First,5,,7.3,4,1248
1159,Tata,Indica,Pune,2007,108995,81.86,18.9,Petrol,Manual,First,5,,1.25,13,1193
1160,Maruti,SX4,Chennai,2015,73000,83.1,21.4,Diesel,Manual,First,5,,8.25,5,1598
1161,Maruti,Swift,Ahmedabad,2008,65000,84,20.3,Petrol,Manual,First,5,,2.71,12,1298
1162,Hyundai,Xcent,Kolkata,2016,32000,74,26.59,Petrol,Manual,First,5,,3.6,4,1197
1163,Hyundai,i20,Ahmedabad,2010,65000,65.3,15.3,Petrol,Manual,First,5,,3,10,1197
1164,Maruti,Celerio,Hyderabad,2016,21600,118,22.7,Petrol,Automatic,First,5,,4.65,4,998
1165,Mercedes-Benz,New C-Class,Mumbai,2010,39000,88.2,16.1,Diesel,Automatic,First,5,,9.5,10,2143
1166,Maruti,Swift Dzire,Mumbai,2011,58075,82,19.1,Petrol,Manual,First,5,,2.95,9,1298
1167,Volkswagen,Vento,Mumbai,2011,58000,80,18.5,Petrol,Manual,First,5,,3,9,1598
1168,Maruti,Swift,Hyderabad,2015,58000,67.04,23.1,Diesel,Manual,First,5,,5.95,5,1248
1169,Toyota,Corolla,Delhi,2008,89000,170,14.84,Petrol,Automatic,First,5,,4,12,1798
1170,Honda,Civic,Delhi,2008,72000,85.8,17.5,Petrol,Manual,First,5,,2.5,12,1799
1171,Ford,EcoSport,Kolkata,2017,1800,103.6,15.04,Petrol,Automatic,First,5,,11.37,3,1499
1172,Fiat,Linea,Pune,2010,172050,74,25.2,Diesel,Manual,Second,5,,2.25,10,1248
1173,Hyundai,i10,Jaipur,2013,46230,138.1,14.53,Petrol,Manual,First,5,,3.1,7,1086
